Date,Rainfall_Terni,Flow_Rate_Lupa
28/07/2009,1.276,-119.35
29/07/2009,1.276,-118.77
30/07/2009,1.276,-118.39
31/07/2009,1.276,-117.86
01/08/2009,0.95,-117.19
02/08/2009,0.95,-116.51
03/08/2009,0.95,-116.11
04/08/2009,0.95,-115.68
05/08/2009,0.95,-115.22
06/08/2009,0.95,-114.8
07/08/2009,0.95,-114.36
08/08/2009,0.95,-113.77
09/08/2009,0.95,-112.92
10/08/2009,0.95,-112.36
11/08/2009,0.95,-111.77
12/08/2009,0.95,-111.25
13/08/2009,0.95,-110.64
14/08/2009,0.95,-110.1
15/08/2009,0.95,-109.46
16/08/2009,0.95,-108.71
17/08/2009,0.95,-107.88
18/08/2009,0.95,-107.23
19/08/2009,0.95,-106.7
20/08/2009,0.95,-106.23
21/08/2009,0.95,-105.56
22/08/2009,0.95,-104.88
23/08/2009,0.95,-104
24/08/2009,0.95,-103.4
25/08/2009,0.95,-102.87
26/08/2009,0.95,0
27/08/2009,0.95,-101.85
28/08/2009,0.95,-101.28
29/08/2009,0.95,-100.72
30/08/2009,0.95,-100.16
31/08/2009,0.95,-99.62
01/09/2009,3.57,-99.14
02/09/2009,3.57,-98.7
03/09/2009,3.57,-98.18
04/09/2009,3.57,-97.78
05/09/2009,3.57,-97.08
06/09/2009,3.57,-96.35
07/09/2009,3.57,-96.17
08/09/2009,3.57,-95.81
09/09/2009,3.57,-95.43
10/09/2009,3.57,-95.1
11/09/2009,3.57,-94.68
12/09/2009,3.57,-94.12
13/09/2009,3.57,-93.47
14/09/2009,3.57,-93.25
15/09/2009,3.57,-92.9
16/09/2009,3.57,-92.81
17/09/2009,3.57,-92.68
18/09/2009,3.57,-92.27
19/09/2009,3.57,-91.81
20/09/2009,3.57,-91.25
21/09/2009,3.57,-90.81
22/09/2009,3.57,-90.66
23/09/2009,3.57,-90.23
24/09/2009,3.57,-89.8
25/09/2009,3.57,-89.33
26/09/2009,3.57,-88.59
27/09/2009,3.57,-88.07
28/09/2009,3.57,-87.86
29/09/2009,3.57,-87.42
30/09/2009,3.57,-86.99
01/10/2009,2.562,-86.53
02/10/2009,2.562,-86.12
03/10/2009,2.562,-85.54
04/10/2009,2.562,-85.02
05/10/2009,2.562,-84.83
06/10/2009,2.562,-84.47
07/10/2009,2.562,-84.05
08/10/2009,2.562,-83.63
09/10/2009,2.562,-83.22
10/10/2009,2.562,-82.13
11/10/2009,2.562,-82.19
12/10/2009,2.562,-81.5
13/10/2009,2.562,-81.57
14/10/2009,2.562,-81.43
15/10/2009,2.562,-81.33
16/10/2009,2.562,-81.25
17/10/2009,2.562,-80.88
18/10/2009,2.562,-80.42
19/10/2009,2.562,-80.13
20/10/2009,2.562,-79.83
21/10/2009,2.562,-79.4
22/10/2009,2.562,-78.43
23/10/2009,2.562,-78.25
24/10/2009,2.562,-78.02
25/10/2009,2.562,-77.39
26/10/2009,2.562,-77.02
27/10/2009,2.562,
28/10/2009,2.562,
29/10/2009,2.562,
30/10/2009,2.562,
31/10/2009,2.562,
01/11/2009,4.057,
02/11/2009,4.057,
03/11/2009,4.057,
04/11/2009,4.057,
05/11/2009,4.057,
06/11/2009,4.057,
07/11/2009,4.057,
08/11/2009,4.057,
09/11/2009,4.057,
10/11/2009,4.057,
11/11/2009,4.057,
12/11/2009,4.057,
13/11/2009,4.057,
14/11/2009,4.057,
15/11/2009,4.057,
16/11/2009,4.057,
17/11/2009,4.057,
18/11/2009,4.057,
19/11/2009,4.057,
20/11/2009,4.057,
21/11/2009,4.057,
22/11/2009,4.057,
23/11/2009,4.057,
24/11/2009,4.057,
25/11/2009,4.057,
26/11/2009,4.057,
27/11/2009,4.057,
28/11/2009,4.057,
29/11/2009,4.057,
30/11/2009,4.057,
01/12/2009,5.308,
02/12/2009,5.308,
03/12/2009,5.308,
04/12/2009,5.308,
05/12/2009,5.308,
06/12/2009,5.308,
07/12/2009,5.308,
08/12/2009,5.308,
09/12/2009,5.308,
10/12/2009,5.308,
11/12/2009,5.308,
12/12/2009,5.308,
13/12/2009,5.308,
14/12/2009,5.308,
15/12/2009,5.308,
16/12/2009,5.308,-77.55
17/12/2009,5.308,-77.56
18/12/2009,5.308,
19/12/2009,5.308,
20/12/2009,5.308,-77.57
21/12/2009,5.308,-77.58
22/12/2009,5.308,-77.59
23/12/2009,5.308,-77.6
24/12/2009,5.308,-77.61
25/12/2009,5.308,-77.62
26/12/2009,5.308,-77.63
27/12/2009,5.308,-77.64
28/12/2009,5.308,-77.65
29/12/2009,5.308,-77.66
30/12/2009,5.308,-77.67
31/12/2009,5.308,-77.68
01/01/2010,3.273,-77.69
02/01/2010,3.273,-77.7
03/01/2010,3.273,-77.71
04/01/2010,3.273,-77.72
05/01/2010,3.273,-77.73
06/01/2010,3.273,-77.74
07/01/2010,3.273,-77.75
08/01/2010,3.273,-77.76
09/01/2010,3.273,-77.77
10/01/2010,3.273,-77.78
11/01/2010,3.273,-77.79
12/01/2010,3.273,-77.8
13/01/2010,3.273,-77.81
14/01/2010,3.273,-77.82
15/01/2010,3.273,-77.83
16/01/2010,3.273,-77.84
17/01/2010,3.273,-77.85
18/01/2010,3.273,-77.86
19/01/2010,3.273,-77.87
20/01/2010,3.273,-77.88
21/01/2010,3.273,-77.89
22/01/2010,3.273,-77.9
23/01/2010,3.273,-77.91
24/01/2010,3.273,-77.92
25/01/2010,3.273,-77.93
26/01/2010,3.273,-77.94
27/01/2010,3.273,-77.95
28/01/2010,3.273,-77.96
29/01/2010,3.273,-77.97
30/01/2010,3.273,-77.98
31/01/2010,3.273,-77.99
01/02/2010,3.739,-78
02/02/2010,3.739,-78.01
03/02/2010,3.739,-78.02
04/02/2010,3.739,-78.05
05/02/2010,3.739,-78.06
06/02/2010,3.739,-78.07
07/02/2010,3.739,-78.08
08/02/2010,3.739,
09/02/2010,3.739,
10/02/2010,3.739,-78.09
11/02/2010,3.739,-78.1
12/02/2010,3.739,-78.11
13/02/2010,3.739,-78.12
14/02/2010,3.739,-78.13
15/02/2010,3.739,-78.14
16/02/2010,3.739,-78.15
17/02/2010,3.739,-78.16
18/02/2010,3.739,-78.17
19/02/2010,3.739,-78.18
20/02/2010,3.739,-78.19
21/02/2010,3.739,-78.2
22/02/2010,3.739,-78.21
23/02/2010,3.739,-78.22
24/02/2010,3.739,-78.23
25/02/2010,3.739,-78.24
26/02/2010,3.739,-78.25
27/02/2010,3.739,-78.26
28/02/2010,3.739,-78.27
01/03/2010,2.508,-78.28
02/03/2010,2.508,-78.29
03/03/2010,2.508,-78.3
04/03/2010,2.508,-78.31
05/03/2010,2.508,-78.32
06/03/2010,2.508,-78.33
07/03/2010,2.508,-78.34
08/03/2010,2.508,-78.35
09/03/2010,2.508,-78.36
10/03/2010,2.508,-78.37
11/03/2010,2.508,-78.38
12/03/2010,2.508,-78.39
13/03/2010,2.508,-78.4
14/03/2010,2.508,-78.41
15/03/2010,2.508,-78.42
16/03/2010,2.508,-78.43
17/03/2010,2.508,-78.44
18/03/2010,2.508,-78.45
19/03/2010,2.508,-78.46
20/03/2010,2.508,-78.47
21/03/2010,2.508,-78.48
22/03/2010,2.508,-78.49
23/03/2010,2.508,-78.5
24/03/2010,2.508,-78.51
25/03/2010,2.508,-78.52
26/03/2010,2.508,-78.55
27/03/2010,2.508,-78.56
28/03/2010,2.508,-78.57
29/03/2010,2.508,-78.58
30/03/2010,2.508,-78.59
31/03/2010,2.508,-78.6
01/04/2010,3.165,-79.11
02/04/2010,3.165,-79.12
03/04/2010,3.165,-78.61
04/04/2010,3.165,-78.62
05/04/2010,3.165,-78.63
06/04/2010,3.165,-78.64
07/04/2010,3.165,-78.65
08/04/2010,3.165,-78.66
09/04/2010,3.165,-78.67
10/04/2010,3.165,-78.68
11/04/2010,3.165,-78.69
12/04/2010,3.165,-78.7
13/04/2010,3.165,-78.71
14/04/2010,3.165,-78.72
15/04/2010,3.165,-78.73
16/04/2010,3.165,-79.24
17/04/2010,3.165,-78.75
18/04/2010,3.165,-78.76
19/04/2010,3.165,-78.77
20/04/2010,3.165,-78.78
21/04/2010,3.165,-78.79
22/04/2010,3.165,-78.8
23/04/2010,3.165,-78.81
24/04/2010,3.165,-78.82
25/04/2010,3.165,-78.83
26/04/2010,3.165,-78.84
27/04/2010,3.165,-78.85
28/04/2010,3.165,-78.86
29/04/2010,3.165,-78.87
30/04/2010,3.165,-78.88
01/05/2010,4.1,-78.89
02/05/2010,4.1,-78.9
03/05/2010,4.1,-78.91
04/05/2010,4.1,-78.92
05/05/2010,4.1,-78.93
06/05/2010,4.1,-78.94
07/05/2010,4.1,-78.95
08/05/2010,4.1,-78.96
09/05/2010,4.1,-78.97
10/05/2010,4.1,-78.98
11/05/2010,4.1,-78.99
12/05/2010,4.1,-79
13/05/2010,4.1,-79.01
14/05/2010,4.1,-79.02
15/05/2010,4.1,
16/05/2010,4.1,
17/05/2010,4.1,
18/05/2010,4.1,
19/05/2010,4.1,
20/05/2010,4.1,
21/05/2010,4.1,
22/05/2010,4.1,
23/05/2010,4.1,
24/05/2010,4.1,
25/05/2010,4.1,
26/05/2010,4.1,
27/05/2010,4.1,
28/05/2010,4.1,
29/05/2010,4.1,
30/05/2010,4.1,
31/05/2010,4.1,
01/06/2010,1.597,
02/06/2010,1.597,
03/06/2010,1.597,
04/06/2010,1.597,
05/06/2010,1.597,
06/06/2010,1.597,
07/06/2010,1.597,
08/06/2010,1.597,
09/06/2010,1.597,
10/06/2010,1.597,
11/06/2010,1.597,
12/06/2010,1.597,
13/06/2010,1.597,
14/06/2010,1.597,
15/06/2010,1.597,
16/06/2010,1.597,
17/06/2010,1.597,
18/06/2010,1.597,
19/06/2010,1.597,
20/06/2010,1.597,
21/06/2010,1.597,
22/06/2010,1.597,
23/06/2010,1.597,
24/06/2010,1.597,
25/06/2010,1.597,
26/06/2010,1.597,
27/06/2010,1.597,
28/06/2010,1.597,
29/06/2010,1.597,
30/06/2010,1.597,
01/07/2010,1.477,
02/07/2010,1.477,
03/07/2010,1.477,
04/07/2010,1.477,
05/07/2010,1.477,
06/07/2010,1.477,
07/07/2010,1.477,
08/07/2010,1.477,
09/07/2010,1.477,
10/07/2010,1.477,
11/07/2010,1.477,
12/07/2010,1.477,
13/07/2010,1.477,
14/07/2010,1.477,
15/07/2010,1.477,
16/07/2010,1.477,
17/07/2010,1.477,
18/07/2010,1.477,
19/07/2010,1.477,
20/07/2010,1.477,
21/07/2010,1.477,
22/07/2010,1.477,
23/07/2010,1.477,
24/07/2010,1.477,
25/07/2010,1.477,
26/07/2010,1.477,
27/07/2010,1.477,
28/07/2010,1.477,
29/07/2010,1.477,
30/07/2010,1.477,
31/07/2010,1.477,
01/08/2010,0.758,
02/08/2010,0.758,
03/08/2010,0.758,
04/08/2010,0.758,
05/08/2010,0.758,
06/08/2010,0.758,
07/08/2010,0.758,
08/08/2010,0.758,
09/08/2010,0.758,
10/08/2010,0.758,
11/08/2010,0.758,
12/08/2010,0.758,
13/08/2010,0.758,
14/08/2010,0.758,
15/08/2010,0.758,
16/08/2010,0.758,
17/08/2010,0.758,
18/08/2010,0.758,
19/08/2010,0.758,
20/08/2010,0.758,
21/08/2010,0.758,
22/08/2010,0.758,
23/08/2010,0.758,-79.55
24/08/2010,0.758,-79.56
25/08/2010,0.758,-79.57
26/08/2010,0.758,-79.58
27/08/2010,0.758,-79.59
28/08/2010,0.758,-79.6
29/08/2010,0.758,-79.61
30/08/2010,0.758,-79.62
31/08/2010,0.758,-79.63
01/09/2010,1.41,-79.64
02/09/2010,1.41,
03/09/2010,1.41,
04/09/2010,1.41,-79.65
05/09/2010,1.41,-79.66
06/09/2010,1.41,-79.67
07/09/2010,1.41,-79.68
08/09/2010,1.41,-79.69
09/09/2010,1.41,-79.7
10/09/2010,1.41,-79.71
11/09/2010,1.41,-79.72
12/09/2010,1.41,-79.73
13/09/2010,1.41,-79.74
14/09/2010,1.41,-79.75
15/09/2010,1.41,-79.76
16/09/2010,1.41,-79.77
17/09/2010,1.41,-79.78
18/09/2010,1.41,-79.79
19/09/2010,1.41,-79.8
20/09/2010,1.41,-79.81
21/09/2010,1.41,-79.82
22/09/2010,1.41,-79.83
23/09/2010,1.41,-79.84
24/09/2010,1.41,-79.85
25/09/2010,1.41,-79.86
26/09/2010,1.41,-79.87
27/09/2010,1.41,-79.88
28/09/2010,1.41,-79.89
29/09/2010,1.41,-79.9
30/09/2010,1.41,-79.91
01/10/2010,3.028,-79.92
02/10/2010,3.028,-79.93
03/10/2010,3.028,-79.94
04/10/2010,3.028,-79.95
05/10/2010,3.028,-79.96
06/10/2010,3.028,-79.97
07/10/2010,3.028,-79.98
08/10/2010,3.028,-79.99
09/10/2010,3.028,-80
10/10/2010,3.028,-80.01
11/10/2010,3.028,-80.02
12/10/2010,3.028,-80.05
13/10/2010,3.028,-80.06
14/10/2010,3.028,-80.07
15/10/2010,3.028,-80.08
16/10/2010,3.028,-80.09
17/10/2010,3.028,-80.1
18/10/2010,3.028,-80.11
19/10/2010,3.028,-80.12
20/10/2010,3.028,-80.13
21/10/2010,3.028,-80.14
22/10/2010,3.028,-80.15
23/10/2010,3.028,-80.16
24/10/2010,3.028,
25/10/2010,3.028,
26/10/2010,3.028,-80.17
27/10/2010,3.028,-80.18
28/10/2010,3.028,-80.19
29/10/2010,3.028,-80.2
30/10/2010,3.028,-80.21
31/10/2010,3.028,-80.22
01/11/2010,7.96,-80.23
02/11/2010,7.96,-80.24
03/11/2010,7.96,-80.25
04/11/2010,7.96,-80.26
05/11/2010,7.96,-80.27
06/11/2010,7.96,-80.28
07/11/2010,7.96,-80.29
08/11/2010,7.96,-80.3
09/11/2010,7.96,-80.31
10/11/2010,7.96,-80.32
11/11/2010,7.96,-80.33
12/11/2010,7.96,-80.34
13/11/2010,7.96,-80.35
14/11/2010,7.96,-80.36
15/11/2010,7.96,-80.37
16/11/2010,7.96,-80.38
17/11/2010,7.96,-80.39
18/11/2010,7.96,-80.4
19/11/2010,7.96,-80.41
20/11/2010,7.96,-80.42
21/11/2010,7.96,-80.43
22/11/2010,7.96,-80.44
23/11/2010,7.96,-80.45
24/11/2010,7.96,-80.46
25/11/2010,7.96,-80.47
26/11/2010,7.96,-80.48
27/11/2010,7.96,-80.49
28/11/2010,7.96,-80.5
29/11/2010,7.96,-80.51
30/11/2010,7.96,-80.52
01/12/2010,3.533,-80.55
02/12/2010,3.533,-80.56
03/12/2010,3.533,-80.57
04/12/2010,3.533,-80.58
05/12/2010,3.533,-80.59
06/12/2010,3.533,-80.6
07/12/2010,3.533,-80.61
08/12/2010,3.533,-80.62
09/12/2010,3.533,-80.63
10/12/2010,3.533,-80.64
11/12/2010,3.533,-80.65
12/12/2010,3.533,-80.66
13/12/2010,3.533,-80.67
14/12/2010,3.533,-80.68
15/12/2010,3.533,
16/12/2010,3.533,
17/12/2010,3.533,-80.69
18/12/2010,3.533,-80.7
19/12/2010,3.533,-80.71
20/12/2010,3.533,-80.72
21/12/2010,3.533,-80.73
22/12/2010,3.533,-80.74
23/12/2010,3.533,-80.75
24/12/2010,3.533,-80.76
25/12/2010,3.533,-80.77
26/12/2010,3.533,-80.78
27/12/2010,3.533,-80.79
28/12/2010,3.533,-80.8
29/12/2010,3.533,-80.81
30/12/2010,3.533,-80.82
31/12/2010,3.533,-80.83
01/01/2011,1.713,-80.84
02/01/2011,1.713,-80.85
03/01/2011,1.713,-80.86
04/01/2011,1.713,-80.87
05/01/2011,1.713,-80.88
06/01/2011,1.713,-80.89
07/01/2011,1.713,-80.9
08/01/2011,1.713,-80.91
09/01/2011,1.713,-80.92
10/01/2011,1.713,-80.93
11/01/2011,1.713,-80.94
12/01/2011,1.713,-80.95
13/01/2011,1.713,-80.96
14/01/2011,1.713,-80.97
15/01/2011,1.713,-80.98
16/01/2011,1.713,-80.99
17/01/2011,1.713,-81
18/01/2011,1.713,-81.01
19/01/2011,1.713,-81.02
20/01/2011,1.713,-81.05
21/01/2011,1.713,-81.06
22/01/2011,1.713,-81.07
23/01/2011,1.713,-81.08
24/01/2011,1.713,-81.09
25/01/2011,1.713,-81.1
26/01/2011,1.713,-81.11
27/01/2011,1.713,-81.12
28/01/2011,1.713,-81.13
29/01/2011,1.713,-81.14
30/01/2011,1.713,-81.15
31/01/2011,1.713,-81.16
01/02/2011,1.716,-81.17
02/02/2011,1.716,-81.18
03/02/2011,1.716,-81.19
04/02/2011,1.716,-81.2
05/02/2011,1.716,
06/02/2011,1.716,
07/02/2011,1.716,-81.21
08/02/2011,1.716,-81.22
09/02/2011,1.716,-81.23
10/02/2011,1.716,-81.24
11/02/2011,1.716,-81.25
12/02/2011,1.716,-81.26
13/02/2011,1.716,-81.27
14/02/2011,1.716,-81.28
15/02/2011,1.716,-81.29
16/02/2011,1.716,-81.3
17/02/2011,1.716,-81.31
18/02/2011,1.716,-81.32
19/02/2011,1.716,-81.33
20/02/2011,1.716,-81.34
21/02/2011,1.716,-81.35
22/02/2011,1.716,-81.36
23/02/2011,1.716,-81.37
24/02/2011,1.716,-81.38
25/02/2011,1.716,-81.39
26/02/2011,1.716,-81.4
27/02/2011,1.716,-81.41
28/02/2011,1.716,-81.42
01/03/2011,3.391,-81.43
02/03/2011,3.391,-81.44
03/03/2011,3.391,-81.45
04/03/2011,3.391,-81.46
05/03/2011,3.391,-81.47
06/03/2011,3.391,-81.48
07/03/2011,3.391,-81.49
08/03/2011,3.391,-81.5
09/03/2011,3.391,-81.51
10/03/2011,3.391,-81.52
11/03/2011,3.391,-81.55
12/03/2011,3.391,-81.56
13/03/2011,3.391,-81.57
14/03/2011,3.391,-81.58
15/03/2011,3.391,-81.59
16/03/2011,3.391,-81.6
17/03/2011,3.391,-81.61
18/03/2011,3.391,-81.62
19/03/2011,3.391,-81.63
20/03/2011,3.391,-81.64
21/03/2011,3.391,-81.65
22/03/2011,3.391,-81.66
23/03/2011,3.391,-81.67
24/03/2011,3.391,-81.68
25/03/2011,3.391,-81.69
26/03/2011,3.391,-81.7
27/03/2011,3.391,-81.71
28/03/2011,3.391,-81.72
29/03/2011,3.391,
30/03/2011,3.391,
31/03/2011,3.391,-81.73
01/04/2011,1.477,-81.74
02/04/2011,1.477,-81.75
03/04/2011,1.477,-81.76
04/04/2011,1.477,-81.77
05/04/2011,1.477,-81.78
06/04/2011,1.477,-81.79
07/04/2011,1.477,-81.8
08/04/2011,1.477,-81.81
09/04/2011,1.477,-81.82
10/04/2011,1.477,-81.83
11/04/2011,1.477,-81.84
12/04/2011,1.477,-81.85
13/04/2011,1.477,-81.86
14/04/2011,1.477,-81.87
15/04/2011,1.477,-81.88
16/04/2011,1.477,-81.89
17/04/2011,1.477,-81.9
18/04/2011,1.477,-81.91
19/04/2011,1.477,-81.92
20/04/2011,1.477,-81.93
21/04/2011,1.477,-81.94
22/04/2011,1.477,-81.95
23/04/2011,1.477,-81.96
24/04/2011,1.477,-81.97
25/04/2011,1.477,-81.98
26/04/2011,1.477,-81.99
27/04/2011,1.477,-82
28/04/2011,1.477,-82.01
29/04/2011,1.477,-82.02
30/04/2011,1.477,-82.05
01/05/2011,1.63,-82.06
02/05/2011,1.63,-82.07
03/05/2011,1.63,-82.08
04/05/2011,1.63,-82.09
05/05/2011,1.63,-82.1
06/05/2011,1.63,-82.11
07/05/2011,1.63,-82.12
08/05/2011,1.63,-82.13
09/05/2011,1.63,-82.14
10/05/2011,1.63,-82.15
11/05/2011,1.63,-82.16
12/05/2011,1.63,-82.17
13/05/2011,1.63,-82.18
14/05/2011,1.63,-82.19
15/05/2011,1.63,-82.2
16/05/2011,1.63,-82.21
17/05/2011,1.63,-82.22
18/05/2011,1.63,-82.23
19/05/2011,1.63,-82.24
20/05/2011,1.63,
21/05/2011,1.63,
22/05/2011,1.63,-82.25
23/05/2011,1.63,-82.26
24/05/2011,1.63,-82.27
25/05/2011,1.63,-82.28
26/05/2011,1.63,-82.29
27/05/2011,1.63,-82.3
28/05/2011,1.63,-82.31
29/05/2011,1.63,-82.32
30/05/2011,1.63,-82.33
31/05/2011,1.63,-82.34
01/06/2011,1.967,-82.35
02/06/2011,1.967,-82.36
03/06/2011,1.967,-82.37
04/06/2011,1.967,-82.38
05/06/2011,1.967,-82.39
06/06/2011,1.967,-82.4
07/06/2011,1.967,-82.41
08/06/2011,1.967,-82.42
09/06/2011,1.967,-82.43
10/06/2011,1.967,-82.44
11/06/2011,1.967,-82.45
12/06/2011,1.967,-82.46
13/06/2011,1.967,-82.47
14/06/2011,1.967,-82.48
15/06/2011,1.967,-82.49
16/06/2011,1.967,-82.5
17/06/2011,1.967,-82.51
18/06/2011,1.967,-82.52
19/06/2011,1.967,-82.55
20/06/2011,1.967,-82.56
21/06/2011,1.967,-82.57
22/06/2011,1.967,-82.58
23/06/2011,1.967,-82.59
24/06/2011,1.967,-82.6
25/06/2011,1.967,-82.61
26/06/2011,1.967,-82.62
27/06/2011,1.967,-82.63
28/06/2011,1.967,-82.64
29/06/2011,1.967,-82.65
30/06/2011,1.967,-82.66
01/07/2011,2.334,-82.67
02/07/2011,2.334,-82.68
03/07/2011,2.334,-82.69
04/07/2011,2.334,-82.7
05/07/2011,2.334,-82.71
06/07/2011,2.334,-82.72
07/07/2011,2.334,-82.73
08/07/2011,2.334,-82.74
09/07/2011,2.334,-82.75
10/07/2011,2.334,-82.76
11/07/2011,2.334,
12/07/2011,2.334,
13/07/2011,2.334,-82.77
14/07/2011,2.334,-82.78
15/07/2011,2.334,-82.79
16/07/2011,2.334,-82.8
17/07/2011,2.334,-82.81
18/07/2011,2.334,-82.82
19/07/2011,2.334,-82.83
20/07/2011,2.334,-82.84
21/07/2011,2.334,-82.85
22/07/2011,2.334,-82.86
23/07/2011,2.334,-82.87
24/07/2011,2.334,-82.88
25/07/2011,2.334,-82.89
26/07/2011,2.334,-82.9
27/07/2011,2.334,-82.91
28/07/2011,2.334,-82.92
